project,source_file,raw_code,raw_desc,canon_code,canon_name,match_score,qty,rate,total,date,vendor,doc_no,matched
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,WIRE_3029,WIR-CP3,,,0.0,345.6,52.0,21026.0,,WIR-CP3,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,ARMOURED CABLE 95,95mm² Armoured Cable,CBL-ARM-95,95mm² Armoured Cable,100.0,102.2,731.0,74708.0,,95mm² Armoured Cable,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,GLS-CLR-6,6mm Clear Glass,GLS-CLR-6,6mm Clear Glass,100.0,392.3,,113829.77,,6mm Clear Glass,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,RIVER_SAND,SAND-RIVER,,,0.0,179.3,39.0,6992.7,,SAND-RIVER,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,TARIQ,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,CLASS A BRICK,BRICK-CLA,,,0.0,492.6,13697.0,6747142.2,,BRICK-CLA,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,"TILE 12X12""","Cer.Tile 12""",TIL-CER-12,Ceramic Floor Tile 12x12,66.66666666666667,337.7,82.0,32398.94,,"Cer.Tile 12""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,WIR-CP3,3/0.029 Copper Wire,WIR-COP-3,3/0.029 Copper Wire,96.42857142857143,185.0,50.0,10822.5,,3/0.029 Copper Wire,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,6MM_GLASS,6mm_glass,GLS-CLR-6,6mm Clear Glass,61.53846153846154,140.1,239.0,33483.9,,6mm_glass,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,ARMD-CBL-95,CBL-ARM95,,,0.0,385.2,750.0,338013.0,,CBL-ARM95,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,PLY_MR_12MM,12mm MR Plywood Sheet,PLY-MR-12,12mm MR Plywood Sheet,90.625,,2123.0,1032203.0,,12mm MR Plywood Sheet,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,COMMODE STANDARD,Commode Standard,SAN-WC-STD,Standard WC/Commode,66.66666666666667,105.0,13108.0,1610317.8,,Commode Standard,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,"G.I.PIPE 2""","2"" GI Pipe",PIP-GI-2,"2"" GI Pipe",73.17073170731707,194.9,293.0,66813.67,,"2"" GI Pipe",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,READY MIX M20,Ready Mix M20,CNC-RDY-M20,M20 Ready Mix Concrete,76.92307692307692,71.6,447.0,37446.08,,Ready Mix M20,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,WIR-CP7,CopWire7,WIR-COP-7,7/0.029 Copper Wire,66.66666666666667,32.6,88.0,3356.0,,CopWire7,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_15_BILL_16_005.xlsx,TARIQ,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,BILL-18-350,Vendor:,,,0.0,,,,,Vendor:,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,SATTI_APTS,Date:,AGG-CRS-34,Coarse Aggregate 3/4 inch,60.0,,,,,Date:,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,ALUM WINDOW 4FT,al_window_4,ALM-WIN-4,4ft Aluminum Window,62.5,406.7,15228.0,7246076.29,,al_window_4,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,RED BRICK A-GRADE,BRK-A,,,0.0,147.2,12100.0,1781120.0,,BRK-A,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,PIP-GI-1,gi_pipe_1inch,PIP-GI-1,"1"" GI Pipe",100.0,171.7,157.0,26956.9,,gi_pipe_1inch,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,PLYWD-12,Plywood 12mm MR,PLY-MR-12,12mm MR Plywood Sheet,80.0,333.4,2077.0,810192.01,,Plywood 12mm MR,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_16_BILL-18-350.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,WIR-CP3,WIR-CP3,,,0.0,,60.0,,,WIR-CP3,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,SND-RV,SND-RV,,,0.0,,30.0,,,SND-RV,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,WIRE_7029,Copper Wire 7/.029,WIR-COP-7,7/0.029 Copper Wire,80.70175438596492,,82.0,,,Copper Wire 7/.029,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,GI PIPE 2IN,GalvPipe-2,,,0.0,,272.0,,,GalvPipe-2,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,TIL-CER-12,floor_tile_12,TIL-CER-12,Ceramic Floor Tile 12x12,100.0,,87.0,,,floor_tile_12,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,BRICK-CLA,BRICK-CLA,,,0.0,,14996.0,,,BRICK-CLA,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,STL-RB16,REBAR-16MM,STL-RB-16,16mm Steel Rebar,95.0,,130.0,,,REBAR-16MM,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_17_BILL11677.xlsx,TARIQ,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,COPPER WIRE 3/.029,wire_3029,,,0.0,162.0,60.0,9720.0,,wire_3029,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,CEM_OPC_50,Cement Bag 50Kg,CEM-OPC-50,OPC Cement 50kg Bag,95.0,463.6,902.0,489256.0,,Cement Bag 50Kg,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,GALVPIPE-2,gi_pipe_2inch,,,0.0,,306.0,132539.0,,gi_pipe_2inch,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,RMC_M20,RMC-M20,CNC-RDY-M20,M20 Ready Mix Concrete,60.0,160.3,367.0,68831.22,,RMC-M20,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,GI PIPE 1IN,"G.I.Pipe 1""",PIP-GI-1,"1"" GI Pipe",66.66666666666667,241.8,193.0,54600.86,,"G.I.Pipe 1""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,COMMODE STANDARD,toilet_std,,,0.0,116.1,14180.0,1646298.0,,toilet_std,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,MARBLE WHT,MRB-IMP,,,0.0,29.6,704.0,20838.4,,MRB-IMP,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_18_BILL_13_487.xlsx,NASIR,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,CEM_OPC_50,Cement Bag 50Kg,CEM-OPC-50,OPC Cement 50kg Bag,95.0,,881.0,,,Cement Bag 50Kg,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,STEEL BAR 12,S.Bar 12mm,,,0.0,,134.0,,,S.Bar 12mm,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,ALUM WINDOW 4FT,"A.Win 4""",,,0.0,,16536.0,,,"A.Win 4""",,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,BAJRI 3/4,AGG-CRS34,,,0.0,,58.0,,,AGG-CRS34,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,PLYWD-12,ply_mr_12mm,,,0.0,,2154.0,,,ply_mr_12mm,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,WHITE OIL PAINT 4L,PAI-OIL,,,0.0,,2067.0,,,PAI-OIL,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,PIP-GI-1,PIP-GI1,PIP-GI-1,"1"" GI Pipe",100.0,,165.0,,,PIP-GI1,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,ARMOURED CABLE 95,95mm² Armoured Cable,CBL-ARM-95,95mm² Armoured Cable,100.0,,975.0,,,95mm² Armoured Cable,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,BRICK-CLA,Class-A Red Brick,BRK-CLS-A,Class-A Red Brick,92.5925925925926,,13093.0,,,Class-A Red Brick,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,SAN-WC,toilet_std,,,0.0,,10640.0,,,toilet_std,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_19_BILL-11-731.xlsx,ASIF,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,,Date: 16/05/17,,,0.0,,,,,Date: 16/05/17,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,PROJECT: SATTI_APTS,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,STL-RB16,rebar 5/8 inch,STL-RB-16,16mm Steel Rebar,95.0,49.1,155.0,8904.29,,rebar 5/8 inch,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,CEMENT BAG 50KG,cem_opc_50,,,0.0,404.1,896.0,362073.6,,cem_opc_50,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,ARMOURED CABLE 95,Armoured Cable 95,CBL-ARM-95,95mm² Armoured Cable,90.32258064516128,137.9,876.0,141336.0,,Armoured Cable 95,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,"CER.TILE 12""","Tile 12x12""",TIL-CER-12,Ceramic Floor Tile 12x12,95.23809523809523,116.0,90.0,12214.8,,"Tile 12x12""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,WHITE MARBLE IMP.,MAR-W-IMP,,,0.0,78.6,604.0,47474.0,,MAR-W-IMP,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,PIP-GI-1,gi_pipe_1inch,PIP-GI-1,"1"" GI Pipe",100.0,58.3,176.0,12005.0,,gi_pipe_1inch,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,AGG-CRS-34,"C.Agg 3/4""",AGG-CRS-34,Coarse Aggregate 3/4 inch,100.0,332.5,50.0,19451.25,,"C.Agg 3/4""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,"A.WIN 4""",Alum Window 4ft,ALM-WIN-4,4ft Aluminum Window,75.47169811320755,313.8,,4229396.4,,Alum Window 4ft,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_20_BILL 18 697.xlsx,NASIR,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,BILL-06-405,Vendor:,,,0.0,,,,,Vendor:,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,SATTI_APTS,Date:,AGG-CRS-34,Coarse Aggregate 3/4 inch,60.0,,,,,Date:,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,S.BAR 12MM,Steel Bar 12,STL-RB-12,12mm Steel Rebar,69.56521739130434,,122.0,,,Steel Bar 12,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,GALVPIPE-1,"G.I.Pipe 1""",PIP-GI-1,"1"" GI Pipe",66.66666666666667,,178.0,,,"G.I.Pipe 1""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,ALM-WIN-4,ALU-WIN4,ALM-WIN-4,4ft Aluminum Window,100.0,,15067.0,,,ALU-WIN4,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,COARSE AGG,GRAVEL-3/4,,,0.0,,53.0,,,GRAVEL-3/4,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,PIP-GI2,GalvPipe-2,PIP-GI-2,"2"" GI Pipe",95.0,,265.0,,,GalvPipe-2,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,MRB-IMP-W,White Marble Imp.,MRB-IMP-W,Imported White Marble,100.0,,,,,White Marble Imp.,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_21_BILL-06-405.xlsx,KAMRAN,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,SAN-WC,toilet_std,,,0.0,,,,,toilet_std,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,ALM-WIN-4,4ft Aluminum Window,ALM-WIN-4,4ft Aluminum Window,100.0,,12821.0,,,4ft Aluminum Window,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,WIR-COP-3,CopWire3,WIR-COP-3,3/0.029 Copper Wire,100.0,,49.0,,,CopWire3,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,"G.I.PIPE 2""","G.I.Pipe 2""",PIP-GI-1,"1"" GI Pipe",66.66666666666667,,334.0,,,"G.I.Pipe 2""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_22_BILL 17 874.xlsx,ASIF,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,WHITE OIL PAINT 4L,White Oil Paint 4L,PAI-OIL-W,Oil Paint (White) 4Ltr,71.42857142857143,,2044.0,,,White Oil Paint 4L,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,GALVPIPE-2,gi_pipe_2inch,,,0.0,,,,,gi_pipe_2inch,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,"C.AGG 3/4""","C.Agg 3/4""",,,0.0,,56.0,,,"C.Agg 3/4""",,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,25KVA GENSET,25KVA Genset,GEN-25KVA,25 KVA Generator,86.95652173913044,,1007225.0,,,25KVA Genset,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,TOILET_STD,toilet_std,,,0.0,,13251.0,,,toilet_std,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,"TILE 12X12""",TILE-12X12,,,0.0,,92.0,,,TILE-12X12,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,BRICKS_A,bricks_a,BRK-CLS-A,Class-A Red Brick,66.66666666666667,,12429.0,,,bricks_a,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,CEM_OPC_50,CEM-OPC50,CEM-OPC-50,OPC Cement 50kg Bag,95.0,,1061.0,,,CEM-OPC50,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,GI_PIPE_1INCH,"1"" GI Pipe",PIP-GI-1,"1"" GI Pipe",100.0,,198.0,,,"1"" GI Pipe",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_23_BILL_18_121.xlsx,ASIF,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,WHITE MARBLE IMP.,Marble Wht,MRB-IMP-W,Imported White Marble,75.0,465.9,678.0,315880.2,,Marble Wht,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,AC-95SQ,arm_cable_95,,,0.0,432.3,753.0,380860.62,,arm_cable_95,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,25KVA GENSET,25 KVA Generator,GEN-25KVA,25 KVA Generator,80.0,,970453.0,73575864.65,,25 KVA Generator,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,TIL-CER12,floor_tile_12,TIL-CER-12,Ceramic Floor Tile 12x12,95.0,213.8,,24014.02,,floor_tile_12,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,WIR-COP-7,Copper Wire 7/.029,WIR-COP-7,7/0.029 Copper Wire,100.0,243.2,90.0,25608.96,,Copper Wire 7/.029,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,WIRE_3029,Copper Wire 3/.029,WIR-COP-3,3/0.029 Copper Wire,80.70175438596492,382.0,58.0,25922.52,,Copper Wire 3/.029,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,GI PIPE 2IN,gi_pipe_2inch,,,0.0,27.7,326.0,10565.33,,gi_pipe_2inch,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,PLYWD-12,MR Ply 12,PLY-MR-12,12mm MR Plywood Sheet,66.66666666666667,324.4,2295.0,871062.66,,MR Ply 12,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,GI_PIPE_1INCH,"1"" GI Pipe",PIP-GI-1,"1"" GI Pipe",100.0,,204.0,15394.86,,"1"" GI Pipe",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_24_BILL13242.xlsx,TARIQ,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,,Date: 2015/04/17,,,0.0,,,,,Date: 2015/04/17,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,PROJECT: SATTI_APTS,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,GI PIPE 2IN,"2"" GI Pipe",PIP-GI-2,"2"" GI Pipe",100.0,,315.0,59926.23,,"2"" GI Pipe",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,MRB-IMP-W,MRB-IMP,MRB-IMP-W,Imported White Marble,100.0,382.7,711.0,318356.65,,MRB-IMP,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,M20 CONCRETE,CNC-M20,CNC-RDY-M20,M20 Ready Mix Concrete,60.0,392.1,425.0,194971.73,,CNC-M20,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,ALM-W4,4ft Aluminum Window,ALM-WIN-4,4ft Aluminum Window,94.54545454545455,34.8,16335.0,665095.86,,4ft Aluminum Window,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,TILE-12X12,Ceramic Floor Tile 12x12,TIL-CER-12,Ceramic Floor Tile 12x12,91.42857142857143,,86.0,8542.64,,Ceramic Floor Tile 12x12,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,STL-RB16,Steel Bar 16,STL-RB-16,16mm Steel Rebar,95.0,254.9,153.0,38999.7,,Steel Bar 16,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_25_BILL17047.xlsx,TARIQ,,,,0.0,,,,,,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,,,,,0.0,,,,,,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,SHEESHA 6MM,Clear Glass 6,GLS-CLR-6,6mm Clear Glass,91.66666666666666,23.3,200.0,4660.0,,Clear Glass 6,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,ALUM WINDOW 4FT,ALU-WIN4,,,0.0,23.1,15139.0,409161.75,,ALU-WIN4,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,RETI (RIVER),Sand (Fine),,,0.0,,40.0,10422.36,,Sand (Fine),,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,BAJRI 3/4,Coarse Aggregate 3/4 inch,AGG-CRS-34,Coarse Aggregate 3/4 inch,78.87323943661973,218.2,63.0,16083.52,,Coarse Aggregate 3/4 inch,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,CEM-OPC50,cem_opc_50,CEM-OPC-50,OPC Cement 50kg Bag,95.0,224.7,935.0,210094.5,,cem_opc_50,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,,,,,0.0,,,,,,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,,,,,0.0,,,,,,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_01_BILL 11 585.xlsx,TARIQ,,,,0.0,,,,,,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,BILL06130,Vendor:,,,0.0,,,,,Vendor:,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,SATTI_MALL,Date:,AGG-CRS-34,Coarse Aggregate 3/4 inch,60.0,,,,,Date:,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,"A.WIN 4""",Alum Window 4ft,ALM-WIN-4,4ft Aluminum Window,75.47169811320755,498.6,15851.0,7903308.6,,Alum Window 4ft,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,PIP-GI1,GalvPipe-1,PIP-GI-1,"1"" GI Pipe",95.0,356.2,191.0,79600.01,,GalvPipe-1,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,BRICK-CLA,Red Brick A-Grade,BRK-CLS-A,Class-A Red Brick,69.23076923076923,288.3,13863.0,3996702.9,,Red Brick A-Grade,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,BAJRI 3/4,Bajri 3/4,,,0.0,412.6,48.0,19804.8,,Bajri 3/4,,False
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,CEM_OPC_50,OPC 50 KG,CEM-OPC-50,OPC Cement 50kg Bag,95.0,95.1,1083.0,102993.29999999999,,OPC 50 KG,,True
SATTI_MALL,purchase_bills\SATTI_MALL_Bill_02_BILL06130.xlsx,GALVPIPE-2,PIP-GI2,,,0.0,176.3,351.0,61881.3,,PIP-GI2,,False
