row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
1,Flooring,sft,160.7,1809.0,290706.3,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
2,Plastering,sft,1194.7,851.0,1016689.7,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
3,Electrical Wiring,point,3877.7,1546.0,5994924.2,As per BOQ,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
4,RCC M20,cft,TBD,1370.0,2337905.0,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
5,Brick Masonry,cft,4996.7,618.0,3087960.6,As per BOQ,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
6,Window Frame,nos,3489.9,1968.0,6868123.0,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
7,Door Frame,nos,"PKR 2,363",2157.0,5096343.9,Verified,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
8,PCC 1:4:8,cft,3392.2,892.0,3025842.4,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,1011466.3,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,4874951.39,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,101146.63,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,910319.67,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C007_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C007-03,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Date:,16/12/2015,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Scope:,Flooring,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contract Value:,TBD,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
1,RCC M20,cft,4166.3,2114.0,8807558.2,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
2,Window Frame,nos,2586.5,1666.0,,Disputed,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
3,Plumbing Fixture,nos,PKR 453,1076.0,487643.2,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
4,Flooring,sft,1930.5,320.0,617760.0,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
5,Plastering,sft,676,91.0,61516.0,As per BOQ,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
6,PCC 1:4:8,cft,2112.2,1698.0,3586515.6,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
7,Electrical Wiring,point,3258.3,1623.0,5288220.9,Disputed,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,867997.0,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,6211969.0,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,86799.66,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,781196.9099999999,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C007_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C008-01,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Date:,31.10.2016,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Scope:,HVAC,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contract Value:,"PKR 2,853,441",,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
1,Painting,sft,3495,1091.0,3813045.0,Disputed,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
2,RCC M20,cft,"PKR 3,897",732.0,2852311.2,Verified,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
3,Plastering,sft,4495.3,1390.0,6248467.0,Disputed,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
4,Excavation,cft,1853.5,,,As per BOQ,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
5,Electrical Wiring,point,201.8,1038.0,209468.4,Disputed,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
6,Flooring,sft,377.7,963.0,363725.1,As per BOQ,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
7,PCC 1:4:8,cft,262,679.0,,Disputed,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,234673.98,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,1751538.37,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,23467.4,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,211206.58,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C008_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C008-02,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Date:,2018/05/09,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Scope:,HVAC,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contract Value:,8959399.81,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
1,Door Frame,nos,1512.5,655.0,990687.5,Verified,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
2,Electrical Wiring,point,4067.4,284.0,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
3,RCC M20,cft,"PKR 4,955",1036.0,5133690.8,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
4,Painting,sft,3294.5,1193.0,3930338.5,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
5,Flooring,sft,1531.7,1648.0,2524241.6,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
6,Brick Masonry,cft,1509.6,91.0,137373.6,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
7,Excavation,cft,175.5,1552.0,272376.0,Verified,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,1647463.83,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,1109572.38,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,164746.38,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,1482717.45,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C008_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C008-03,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Date:,03.01.2017,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Scope:,HVAC,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contract Value:,TBD,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
1,Plumbing Fixture,nos,4397.9,259.0,1139056.1,Disputed,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
2,Painting,sft,2051.1,2344.0,4807778.4,Verified,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
3,Flooring,sft,43.6,657.0,28645.2,As per BOQ,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
4,RCC M20,cft,4822.2,1659.0,8000029.8,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,691064.08,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,4720494.11,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,69106.41,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,621958.0,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C008_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C001-01,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Date:,01/06/2007,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contract Value:,5172103.07,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
1,Painting,sft,204.3,311.0,63537.3,Verified,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
2,PCC 1:4:8,cft,4996.4,738.0,3687343.2,Verified,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
3,Excavation,cft,"PKR 1,549",785.0,1215808.0,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
4,Plumbing Fixture,nos,4657.7,1527.0,7112308.0,Verified,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
5,Electrical Wiring,point,1598.4,353.0,564235.0,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
6,RCC M20,cft,4208.9,1398.0,5884042.2,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
7,Plastering,sft,4352.8,1388.0,6041686.4,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
8,Brick Masonry,cft,213.3,2301.0,490803.3,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
9,Flooring,sft,PKR 481,2365.0,1136619.0,Verified,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,956816.21,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,95681.62,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,861134.59,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C001_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C001-02,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,09.01.2007,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,1689128.74,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,Window Frame,nos,970.4,1343.0,1303247.2,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Brick Masonry,cft,1252.7,2148.0,2690799.6,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,Excavation,cft,581.9,1497.0,871104.3,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,Flooring,sft,"PKR 3,358",374.0,1256041.6,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,PCC 1:4:8,cft,673.5,584.0,393324.0,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
6,Plastering,sft,78.7,312.0,24554.4,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
7,Electrical Wiring,point,1632.3,1057.0,1725341.1,As per BOQ,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,248762.83,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,199090.62,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,223886.55,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C001_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C001-03,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,04-Jan-2007,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,"PKR 7,603,743",,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Brick Masonry,cft,2406.9,1123.0,2702948.7,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,Door Frame,nos,4743.1,1299.0,6161286.9,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Plumbing Fixture,nos,503.2,2162.0,1087918.4,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Plastering,sft,4425.2,641.0,2836553.2,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
5,Flooring,sft,2876.3,2315.0,6658634.5,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
6,Window Frame,nos,107.7,1933.0,208184.1,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
7,Painting,sft,551.2,801.0,441511.2,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
8,RCC M20,cft,2015.7,2113.0,4259174.0,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
9,Excavation,cft,4452.4,846.0,3766730.4,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,879126.73,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,5051927.88,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,87913.0,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,791214.0,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C001_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C001-04,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,11-30-2007,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,13490916.95,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,PCC 1:4:8,cft,230.4,1738.0,400435.2,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,Plastering,sft,2452.9,2481.0,6085644.9,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Window Frame,nos,4624.8,730.0,3376104.0,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,829.8,1860.0,1543428.0,As per BOQ,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,2184356.22,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,242813.21,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C001_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C001-05,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Date:,2006/12/01,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contract Value:,3365847.67,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,4064.9,702.0,2853559.8,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
2,PCC 1:4:8,cft,4586.5,,11291963.0,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
3,Plumbing Fixture,nos,,1150.0,1248670.0,Verified,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,1078.6,1847.0,1992174.2,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
5,Painting,sft,2329.7,273.0,636008.1,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,199228.81,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,695047.47,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,19922.88,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,179305.93,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C002-01,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Date:,16/09/06,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Scope:,Electrical,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contract Value:,1266059.63,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
1,PCC 1:4:8,cft,3803.1,1179.0,4483854.9,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
2,Window Frame,nos,3902.4,1949.0,7605777.6,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
3,RCC M20,cft,3790.2,2030.0,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
4,Door Frame,nos,"4,472/-",1636.0,7317010.0,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
5,Excavation,cft,4942.1,816.0,4032753.6,Verified,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
6,Brick Masonry,cft,1311.4,258.0,338341.2,Disputed,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
7,Plastering,sft,,1932.0,5053918.8,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
8,Flooring,sft,1577.4,1199.0,1891303.0,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
9,Electrical Wiring,point,1313.8,652.0,856597.6,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,229625.06,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,159339.7,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,22962.51,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,206662.55,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C002_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C002-02,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,31/01/2007,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
